Wanda Maximoff,Bruce Banner,Nebula,Sif,Bucky Barnes,Tony Stark,Clint Barton,Steven Strange,Drax,Natasha Romanov,Gamora,T'challa,Luis,Happy Hogan,Odin,Nakia,Dr. Hank Pym,Rhodey,Janet van Dyne,Thaddeus Ross,Mantis,Thor,Sam Wilson,Wong,Yondu,Howard Stark,Heimdall,Vision,Carol Danvers,Maria Hill,Pepper Potts,Rocket Raccoon,Nick Fury,Scott Lang,Loki,Peter Parker,Phil Coulson,Peter Quill,Steve Rogers
0.3157894736842105,0.5526315789473684,0.39473684210526316,0.18421052631578946,0.2631578947368421,0.7105263157894737,0.5,0.05263157894736842,0.2894736842105263,0.5789473684210527,0.2631578947368421,0.3157894736842105,0.05263157894736842,0.18421052631578946,0.15789473684210525,0.02631578947368421,0.18421052631578946,0.3684210526315789,0.05263157894736842,0.07894736842105263,0.23684210526315788,0.6578947368421052,0.39473684210526316,0.07894736842105263,0.18421052631578946,0.18421052631578946,0.21052631578947367,0.2631578947368421,0.2894736842105263,0.2894736842105263,0.21052631578947367,0.47368421052631576,0.39473684210526316,0.42105263157894735,0.3421052631578947,0.15789473684210525,0.23684210526315788,0.23684210526315788,0.5789473684210527
